FID,STATION,STATION_NA,ELEVATION,LATITUDE,LONGITUDE,DATE,MLY_PRCP_2,Completene,MLY_SNOW_2,Complete_1,MLY_PRCP_5,Complete_2,MLY_SNOW_5,Complete_3,MLY_PRCP_7,Complete_4,MLY_SNOW_7,Complete_5,MLY_PRCP_N,Complete_6,MLY_SNOW_N,Complete_7,MLY_SNOW_A,Complete_8,MLY_SNOW_1,Complete_9,MLY_SNOW_3,Complet_10,MLY_SNOW_4,Complet_11,MLY_SNOW_6,Complet_12,MLY_PRCP_A,Complet_13,MLY_PRCP_1,Complet_14,MLY_PRCP_3,Complet_15,MLY_PRCP_4,Complet_16,MLY_SNWD_A,Complet_17,MLY_SNWD_1,Complet_18,MLY_SNWD_2,Complet_19,MLY_SNWD_3,Complet_20,MLY_TMAX_A,Complet_21,MLY_TMAX_1,Complet_22,MLY_TMAX_2,Complet_23,MLY_TMAX_3,Complet_24,MLY_TMAX_4,Complet_25,MLY_TMAX_5,Complet_26,MLY_TMAX_6,Complet_27,MLY_TMAX_7,Complet_28,MLY_TMIN_A,Complet_29,MLY_TMIN_1,Complet_30,MLY_TMIN_2,Complet_31,MLY_TMIN_3,Complet_32,MLY_TMIN_4,Complet_33,MLY_TMIN_5,Complet_34,MLY_TMIN_6,Complet_35,MLY_TMIN_7,Complet_36,MLY_TAVG_N,Complet_37,MLY_DUTR_N,Complet_38,MLY_TMAX_N,Complet_39,MLY_TMIN_N,Complet_40,MLY_TAVG_S,Complet_41,MLY_DUTR_S,Complet_42,MLY_TMAX_S,Complet_43,MLY_TMIN_S,Complet_44
557,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201003,37.59,S,-9999, ,67.06,S,-9999, ,121.67,S,-9999, ,89.41,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,8.5,S,6.5,S,2.9,S,0.9,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
558,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201004,10.92,S,-9999, ,26.16,S,-9999, ,68.58,S,-9999, ,43.18,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.7,S,3.5,S,1.2,S,0.3,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
559,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201005,2.54,S,-9999, ,9.14,S,-9999, ,35.05,S,-9999, ,22.61,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,2.9,C,2.3,C,0.5,C,0.1,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
560,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201006,0,C,-9999, ,2.54,C,-9999, ,8.13,C,-9999, ,6.35,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,1.1,C,0.8,C,0.1,C,0,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
561,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201007,0,C,-9999, ,0,C,-9999, ,0,C,-9999, ,0,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,C,0,C,0,C,0,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
562,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201008,0,S,-9999, ,0,S,-9999, ,1.78,S,-9999, ,1.52,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0.6,S,0.3,S,0,S,0,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
563,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201009,0,S,-9999, ,0,S,-9999, ,11.43,S,-9999, ,7.87,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,1.2,S,0.8,S,0.1,S,0.1,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
564,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201010,6.35,S,-9999, ,18.8,S,-9999, ,46.48,S,-9999, ,28.96,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,2.8,S,2.1,S,0.8,S,0.3,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
565,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201011,14.99,S,-9999, ,49.02,S,-9999, ,101.09,S,-9999, ,64.77,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,6.4,S,4.8,S,2,S,0.6,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
566,GHCND:USC00047370,REPRESA CA US,90,38.69444,-121.16111,201012,46.74,S,-9999, ,70.61,S,-9999, ,128.02,S,-9999, ,92.2,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,9,S,6.7,S,2.8,S,0.9,S,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
567,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201001,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,22,Q,9.3,Q,0.5,Q,0,Q,0,Q,0,Q,3,Q,2,Q,7,Q,18,Q,29.4,Q,30.8,Q,31,Q,31,Q,31,Q,-0.7,Q,-2.6,Q,6.9,Q,-8.3,Q,-9999, ,-9999, ,-9999, ,-9999, 
568,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201002,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,22,Q,10,Q,2.7,Q,0.1,Q,0,Q,0,Q,1,Q,1,Q,4,Q,13,Q,25.7,Q,27.9,Q,28,Q,28,Q,28,Q,0.8,Q,-2.9,Q,8.2,Q,-6.7,Q,-9999, ,-9999, ,-9999, ,-9999, 
569,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201003,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,28,Q,20.7,Q,8.5,Q,1.1,Q,-777.7,Q,0,Q,-778,Q,0,Q,1,Q,5,Q,25.1,Q,30.6,Q,31,Q,31,Q,31,Q,4.6,Q,-2.5,Q,12.2,Q,-3.1,Q,-9999, ,-9999, ,-9999, ,-9999, 
570,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201004,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,29,Q,23.7,Q,16.1,Q,4.7,Q,0.3,Q,0,Q,-778,Q,0,Q,0,Q,2,Q,20.6,Q,28.5,Q,30,Q,30,Q,30,Q,7.1,Q,-1.1,Q,15.4,Q,-1.3,Q,-9999, ,-9999, ,-9999, ,-9999, 
571,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201005,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,31,Q,29.5,Q,23.7,Q,13.5,Q,3.7,Q,0,Q,0,Q,0,Q,0,Q,0,Q,9.4,Q,22.9,Q,30.4,Q,31,Q,31,Q,11.1,Q,-0.1,Q,19.9,Q,2.2,Q,-9999, ,-9999, ,-9999, ,-9999, 
572,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201006,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,30,Q,29.9,Q,28.3,Q,23.8,Q,11.4,Q,1,Q,0,Q,0,Q,0,Q,0,Q,1.2,Q,12,Q,27.7,Q,30,Q,30,Q,15,Q,1.4,Q,24.6,Q,5.4,Q,-9999, ,-9999, ,-9999, ,-9999, 
573,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201007,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,31,Q,31,Q,31,Q,30.3,Q,24.5,Q,6,Q,0,Q,0,Q,0,Q,0,Q,0.1,Q,5.9,Q,24.2,Q,30.9,Q,31,Q,18.3,Q,3.9,Q,29.1,Q,7.4,Q,-9999, ,-9999, ,-9999, ,-9999, 
574,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201008,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,31,Q,31,Q,31,Q,30.5,Q,24.6,Q,6,Q,0,Q,0,Q,0,Q,0,Q,0.3,Q,10,Q,26.9,Q,31,Q,31,Q,17.7,Q,5.2,Q,29.2,Q,6.2,Q,-9999, ,-9999, ,-9999, ,-9999, 
575,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201009,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,30,Q,29.9,Q,28.8,Q,25.4,Q,14.9,Q,1,Q,0,Q,0,Q,0,Q,0,Q,4.8,Q,20.3,Q,29.4,Q,30,Q,30,Q,14.4,Q,4.9,Q,25.7,Q,3.1,Q,-9999, ,-9999, ,-9999, ,-9999, 
576,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201010,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,31,Q,29.2,Q,23.9,Q,14.9,Q,2.7,Q,0,Q,0,Q,0,Q,0,Q,2,Q,20.2,Q,29.6,Q,31,Q,31,Q,31,Q,9.3,Q,3.3,Q,19.9,Q,-1.2,Q,-9999, ,-9999, ,-9999, ,-9999, 
577,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201011,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,27,Q,19,Q,8.1,Q,1.3,Q,0,Q,0,Q,1,Q,1,Q,2,Q,9,Q,26.7,Q,29.4,Q,30,Q,30,Q,30,Q,3.4,Q,-0.8,Q,11.8,Q,-5.1,Q,-9999, ,-9999, ,-9999, ,-9999, 
578,GHCND:USC00048218,SIERRAVILLE R S CA US,1516,39.5833,-120.3705,201012,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,Q,21,Q,7.2,Q,0.3,Q,0,Q,0,Q,0,Q,3,Q,2,Q,6,Q,18,Q,28.1,Q,30.4,Q,31,Q,31,Q,31,Q,-0.7,Q,-3.7,Q,6.3,Q,-7.8,Q,-9999, ,-9999, ,-9999, ,-9999, 
579,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201001,63.5,R,262,P,149.1,R,546,P,216.92,R,1346,P,151.38,R,881,P,6,S,6,S,1,S,3,S,2,S,10.9,C,9.2,C,4.1,C,1.6,C,25,S,14,S,22,S,20,S,0,S,16,S,3.6,S,-777.7,S,0,S,0,S,0,S,3,S,0,S,3,S,14,S,29.6,S,30.9,S,31,S,31,S,31,S,-0.7,S,-6.4,S,4.9,S,-6.4,S,-16.2,S,-15.1,S,-16,S,-15.4,S
580,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201002,65.79,R,127,P,107.44,R,508,P,195.83,R,1372,P,135.13,R,709,P,4,C,4,C,1,C,3,C,2,C,10,C,8.6,C,3.9,C,1.8,C,25,S,17,S,23,S,22,S,0,S,19,S,8.1,S,1.1,S,0,S,0,S,0,S,2,S,0,S,2,S,10,S,26.4,S,28,S,28,S,28,S,28,S,0.7,S,-5.1,S,7,S,-5.7,S,-16.3,S,-14.9,S,-15.6,S,-15.8,S
581,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201003,51.31,S,216,P,90.42,S,284,P,169.42,S,546,P,122.68,S,498,P,3,S,3,S,0,S,2,S,1,S,10.5,C,8.5,C,3.4,C,1.2,C,15,S,8,S,14,S,12,S,0,S,26,S,16.5,S,5.2,S,0.4,S,0,S,0,S,0,S,0,S,0,S,4,S,27.4,S,30.8,S,31,S,31,S,31,S,3.5,S,-4.2,S,10.3,S,-3.3,S,-16.1,S,-15.4,S,-15.2,S,-16.7,S
582,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201004,33.27,R,2,P,46.99,R,51,P,79.25,R,198,P,63.25,R,124,P,2,S,2,S,-778,S,0,S,0,S,8.5,C,5.9,C,1.3,C,0.4,C,3,S,1,S,3,S,2,S,0,S,28,S,21.3,S,12.7,S,3.9,S,0.1,S,0,S,0,S,0,S,-778,S,1,S,20.9,S,29.3,S,30,S,30,S,30,S,6.3,S,-2.6,S,13.9,S,-1.3,S,-16.1,S,-15.4,S,-15.1,S,-16.6,S
583,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201005,16.51,S,0,S,39.62,S,0,S,59.18,S,0,S,44.2,S,8,S,0,C,0,C,0,C,0,C,0,C,6.5,C,4.5,C,0.9,C,0.2,C,0,C,0,C,0,C,0,C,0,S,31,S,28.6,S,22.1,S,12.4,S,3.3,S,0,S,0,S,0,S,0,S,0,S,8.8,S,23,S,30.7,S,31,S,31,S,10.7,S,-0.8,S,19.2,S,2.2,S,-16,S,-15.4,S,-15.1,S,-16.4,S
584,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201006,3.05,S,0,S,11.43,S,0,S,30.99,S,0,S,19.05,S,2,S,-778,S,-778,S,0,S,0,S,0,S,3.8,C,2.2,C,0.3,C,0,C,0,S,0,S,0,S,0,S,0,S,30,S,29.9,S,28,S,22.4,S,10.9,S,1,S,0,S,0,S,0,S,0,S,1.2,S,10.5,S,27.7,S,30,S,30,S,14.9,S,0.8,S,24.2,S,5.6,S,-16.4,S,-15.9,S,-15.8,S,-16.6,S
585,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201007,0,R,0,S,2.29,R,0,S,12.95,R,0,S,7.37,R,0,S,0,S,0,S,0,S,0,S,0,S,1.5,S,0.8,S,0.2,S,-777.7,S,0,S,0,S,0,S,0,S,-778,S,31,S,31,S,31,S,30.1,S,24,S,6,S,0,S,0,S,0,S,0,S,-777.7,S,3,S,22.2,S,30.6,S,31,S,18.8,S,3,S,29.2,S,8.4,S,-16,S,-16.4,S,-15.9,S,-15.9,S
586,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201008,0,S,0,C,0.25,S,0,C,8.89,S,0,C,6.1,S,0,C,0,C,0,C,0,C,0,C,0,C,1.2,C,0.7,C,0.1,C,-777.7,C,0,C,0,C,0,C,0,C,-778,S,31,S,31,S,31,S,30.3,S,23.8,S,5,S,0,S,0,S,0,S,0,S,0.1,S,4.8,S,26.7,S,30.9,S,31,S,18,S,3.8,S,28.8,S,7.2,S,-16.7,S,-16.1,S,-16.3,S,-16.6,S
587,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201009,0.51,C,0,C,8.13,C,0,C,22.86,C,0,C,16,C,2,C,-778,C,-778,C,0,C,0,C,0,C,2.9,C,1.7,C,0.2,C,-777.7,C,0,C,0,C,0,C,0,C,0,S,30,S,29.8,S,28.5,S,24.2,S,13.2,S,1,S,0,S,0,S,0,S,0,S,2.3,S,15.9,S,29.3,S,30,S,30,S,14.7,S,3.2,S,25.2,S,4.2,S,-16.4,S,-16.3,S,-15.8,S,-16.8,S
588,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201010,20.32,S,0,S,40.39,S,0,S,72.14,S,25,S,51.82,S,18,S,0,C,0,C,0,C,0,C,-778,C,5.6,C,4,C,1.5,C,0.6,C,0,S,0,S,0,S,-778,S,0,S,31,S,27.7,S,22,S,11.3,S,2.1,S,0,S,0,S,0,S,0,S,0,S,14.7,S,28.5,S,31,S,31,S,31,S,9.5,S,0.3,S,18.6,S,0.4,S,-16.2,S,-15.6,S,-15.3,S,-16.6,S
589,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201011,44.45,R,102,P,89.92,R,198,P,133.35,R,419,P,104.9,R,323,P,2,C,2,C,0,C,1,C,1,C,9.4,C,7.3,C,2.7,C,1.1,C,5,C,1,C,3,C,2,C,0,S,25,S,13.5,S,4.8,S,-777.7,S,0,S,0,S,0,S,0,S,0,S,4,S,25.4,S,29.6,S,30,S,30,S,30,S,3.2,S,-4.9,S,9.6,S,-3.2,S,-16.1,S,-15.4,S,-15.3,S,-16.2,S
590,GHCND:USC00041700,CHESTER CA US,1381,40.3033,-121.2422,201012,65.53,R,229,P,129.54,R,356,P,248.67,R,711,P,150.62,R,635,P,5,S,5,S,1,S,3,S,2,S,11.1,C,9,C,3.6,C,1.8,C,19,P,6,P,16,P,12,P,0,S,16,S,3,S,-777.7,S,0,S,0,S,0,S,3,S,0,R,2,R,12,R,28.4,R,30.8,R,31,R,31,R,31,R,-0.4,R,-7.2,R,4.8,S,-5.8,R,-16.2,R,-15.3,R,-16.1,S,-15.6,R
591,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201001,63.25,R,0,P,130.05,R,0,P,228.85,R,0,P,151.64,R,0,P,0,P,0,P,0,P,0,P,0,P,15.1,P,9.5,P,5.5,P,2.7,P,0,P,0,P,0,P,0,P,0,R,31,R,26,R,8.7,R,0.3,R,0,R,0,R,0,R,0,R,0,R,0,R,3.9,R,21.1,R,30.8,R,31,R,31,R,8.4,R,-7.6,R,13.5,R,3.3,R,-16.8,R,-16.7,R,-16.7,R,-16.7,R
592,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201002,56.64,R,0,P,109.47,R,0,P,182.37,R,0,P,125.73,R,0,P,0,P,0,P,0,P,0,P,0,P,13.1,P,9,P,4.2,P,1.6,P,0,P,0,P,0,P,0,P,0,R,28,R,26.8,R,13.2,R,1.8,R,0,R,0,R,0,R,0,R,0,R,0,R,0.9,R,13.3,R,27.4,R,28,R,28,R,10.1,R,-6.9,R,15.5,R,4.7,R,-16.6,R,-16.8,R,-16.2,R,-16.8,R
593,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201003,60.2,R,0,P,103.12,R,0,P,127.76,R,0,P,116.59,R,8,P,0,P,0,P,0,P,0,P,0,P,9.6,P,6.1,P,2.9,P,1.1,P,0,P,0,P,0,P,0,P,0,R,31,R,30.4,R,22,R,7.2,R,0.5,R,0,R,0,R,0,R,0,R,0,R,0.3,R,8.8,R,27.6,R,31,R,31,R,12.1,R,-6.1,R,17.9,R,6.2,R,-16.2,R,-15.9,R,-15.7,R,-16.3,R
594,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201004,21.34,R,0,P,50.29,R,0,P,92.46,R,0,P,64.26,R,0,P,0,P,0,P,0,P,0,P,0,P,7.1,P,4.8,P,1.9,P,0.6,P,0,P,0,P,0,P,0,P,0,R,30,R,29.6,R,25.7,R,15.1,R,4.5,R,0,R,0,R,0,R,0,R,0,R,0.1,R,5.1,R,23,R,29.5,R,30,R,14.4,R,-4.3,R,21.1,R,7.7,R,-15.8,R,-16.1,R,-15.2,R,-16.3,R
595,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201005,9.91,R,0,P,22.61,R,0,P,54.86,R,0,P,37.08,R,0,P,0,P,0,P,0,P,0,P,0,P,4.7,P,3.1,P,1.2,P,0.4,P,0,P,0,P,0,P,0,P,0,R,31,R,31,R,30,R,24.9,R,15.1,R,4,R,0,R,0,R,0,R,0,R,0,R,0.5,R,11.9,R,26.7,R,31,R,18.7,R,-2.9,R,26.2,R,11.3,R,-15.7,R,-16.4,R,-15.2,R,-16.2,R
596,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201006,0,R,0,P,3.81,R,0,P,9.14,R,0,P,7.11,R,0,P,0,P,0,P,0,P,0,P,0,P,2.1,P,1,P,0.1,P,0.1,P,0,P,0,P,0,P,0,P,2,R,30,R,30,R,29.9,R,29.1,R,25,R,14,R,0,R,0,R,0,R,0,R,0,R,0,R,2.7,R,17.8,R,29,R,23.1,R,-1.2,R,31.3,R,14.8,R,-16.4,R,-16.6,R,-15.9,R,-16.7,R
597,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201007,0,R,0,P,0,R,0,P,0.25,R,0,P,0.76,R,0,P,0,P,0,P,0,P,0,P,0,P,0.4,P,0.2,P,0,P,0,P,0,P,0,P,0,P,0,P,8,R,31,R,31,R,31,R,31,R,30.8,R,27,R,0,R,0,R,0,R,0,R,0,R,0,R,0.1,R,5.9,R,24,R,27.1,R,-0.6,R,35.7,R,18.4,R,-16.2,R,-16.8,R,-16.1,R,-16.2,R
598,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201008,0,R,0,P,0,R,0,P,0.51,R,0,P,1.02,R,0,P,0,P,0,P,0,P,0,P,0,P,0.6,P,0.2,P,0,P,0,P,0,P,0,P,0,P,0,P,7,R,31,R,31,R,31,R,31,R,30.7,R,25,R,0,R,0,R,0,R,0,R,0,R,0,R,0.3,R,8.4,R,26,R,26.4,R,-0.4,R,35.1,R,17.7,R,-16.7,R,-16.8,R,-16.6,R,-16.7,R
599,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201009,0,R,0,P,2.29,R,0,P,12.7,R,0,P,10.67,R,0,P,0,P,0,P,0,P,0,P,0,P,1.3,P,0.6,P,0.1,P,0.1,P,0,P,0,P,0,P,0,P,2,R,30,R,30,R,29.9,R,29.5,R,26.5,R,15,R,0,R,0,R,0,R,0,R,0,R,0.1,R,1.8,R,15.3,R,29,R,23.7,R,-1.2,R,31.9,R,15.4,R,-16.3,R,-16.7,R,-15.9,R,-16.6,R
600,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201010,10.41,R,0,P,26.92,R,0,P,54.86,R,0,P,37.59,R,0,P,0,P,0,P,0,P,0,P,0,P,4.4,P,3,P,0.9,P,0.3,P,0,P,0,P,0,P,0,P,0,R,31,R,31,R,30.2,R,26,R,14.3,R,4,R,0,R,0,R,0,R,0,R,0,R,0.8,R,11.2,R,27.8,R,31,R,18.6,R,-2.9,R,26.1,R,11.2,R,-16.1,R,-16.7,R,-15.7,R,-16.3,R
601,GHCND:USC00046174,NEW MELONES DAM HQ CA US,293,38.00472,-120.48639,201011,32,R,0,P,70.61,R,0,P,139.7,R,0,P,85.09,R,0,P,0,P,0,P,0,P,0,P,0,P,8.7,P,4.9,P,2.2,P,0.7,P,0,P,0,P,0,P,0,P,0,R,30,R,29.2,R,20.7,R,7.7,R,0.8,R,0,R,0,R,0,R,0,R,0,R,1,R,8.2,R,25.8,R,30,R,30,R,12.2,R,-6,R,18.1,R,6.3,R,-16.1,R,-16,R,-15.5,R,-16.4,R
