"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Length,Slope,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons Assisting","Large Items?","Debris Behind Back Barrier?","Datasheet Version",Notes,Photos?,Width,"Width - Deviation",Plastic,"Plastic - Concentration","Plastic - Standard Deviation","Hard Plastic Fragments","Hard Plastic Fragments - Concentration","Hard Plastic Fragments - Standard Deviation","Foamed Plastic Fragments","Foamed Plastic Fragments - Concentration","Foamed Plastic Fragments - Standard Deviation","Filmed Plastic Fragments","Filmed Plastic Fragments - Concentration","Filmed Plastic Fragments - Standard Deviation","Food Wrappers","Food Wrappers - Concentration","Food Wrappers - Standard Deviation","Plastic Beverage Bottles","Plastic Beverage Bottles - Concentration","Plastic Beverage Bottles - Standard Deviation","Other Jugs/Containers","Other Jugs/Containers - Concentration","Other Jugs/Containers - Standard Deviation","Bottle/Container Caps","Bottle/Container Caps - Concentration","Bottle/Container Caps - Standard Deviation","Cigar Tips","Cigar Tips - Concentration","Cigar Tips - Standard Deviation",Cigarettes,"Cigarettes - Concentration","Cigarettes - Standard Deviation","Disposable Cigarette Lighters","Disposable Cigarette Lighters - Concentration","Disposable Cigarette Lighters - Standard Deviation","6-Pack Rings","6-Pack Rings - Concentration","6-Pack Rings - Standard Deviation",Bags,"Bags - Concentration","Bags - Standard Deviation","Plastic Rope/Net","Plastic Rope/Net - Concentration","Plastic Rope/Net - Standard Deviation","Buoys & Floats","Buoys & Floats - Concentration","Buoys & Floats - Standard Deviation","Fishing Lures & Line","Fishing Lures & Line - Concentration","Fishing Lures & Line - Standard Deviation",Cups,"Cups - Concentration","Cups - Standard Deviation","Plastic Utensils","Plastic Utensils - Concentration","Plastic Utensils - Standard Deviation",Straws,"Straws - Concentration","Straws - Standard Deviation","Balloons Mylar","Balloons Mylar - Concentration","Balloons Mylar - Standard Deviation","Personal Care Products","Personal Care Products - Concentration","Personal Care Products - Standard Deviation","Plastic Other","Plastic Other - Concentration","Plastic Other - Standard Deviation",Metal,"Metal - Concentration","Metal - Standard Deviation","Aluminum/Tin Cans","Aluminum/Tin Cans - Concentration","Aluminum/Tin Cans - Standard Deviation","Aerosol Cans","Aerosol Cans - Concentration","Aerosol Cans - Standard Deviation","Metal Fragments","Metal Fragments - Concentration","Metal Fragments - Standard Deviation","Metal Other","Metal Other - Concentration","Metal Other - Standard Deviation",Glass,"Glass - Concentration","Glass - Standard Deviation","Glass Beverage Bottles","Glass Beverage Bottles - Concentration","Glass Beverage Bottles - Standard Deviation",Jars,"Jars - Concentration","Jars - Standard Deviation","Glass Fragments","Glass Fragments - Concentration","Glass Fragments - Standard Deviation","Glass Other","Glass Other - Concentration","Glass Other - Standard Deviation",Rubber,"Rubber - Concentration","Rubber - Standard Deviation",Flip-Flops,"Flip-Flops - Concentration","Flip-Flops - Standard Deviation","Rubber Gloves","Rubber Gloves - Concentration","Rubber Gloves - Standard Deviation",Tires,"Tires - Concentration","Tires - Standard Deviation","Balloons Latex","Balloons Latex - Concentration","Balloons Latex - Standard Deviation","Rubber Fragments","Rubber Fragments - Concentration","Rubber Fragments - Standard Deviation","Rubber Other","Rubber Other - Concentration","Rubber Other - Standard Deviation","Processed Lumber","Processed Lumber - Concentration","Processed Lumber - Standard Deviation","Cardboard Cartons","Cardboard Cartons - Concentration","Cardboard Cartons - Standard Deviation","Paper and Cardboard","Paper and Cardboard - Concentration","Paper and Cardboard - Standard Deviation","Paper Bags","Paper Bags - Concentration","Paper Bags - Standard Deviation","Lumber/Building Material","Lumber/Building Material - Concentration","Lumber/Building Material - Standard Deviation","Processed Lumber Other","Processed Lumber Other - Concentration","Processed Lumber Other - Standard Deviation",Cloth/Fabric,"Cloth/Fabric - Concentration","Cloth/Fabric - Standard Deviation","Clothing & Shoes","Clothing & Shoes - Concentration","Clothing & Shoes - Standard Deviation","Gloves (non-rubber)","Gloves (non-rubber) - Concentration","Gloves (non-rubber) - Standard Deviation",Towels/Rags,"Towels/Rags - Concentration","Towels/Rags - Standard Deviation","Rope/Net Pieces (non-nylon)","Rope/Net Pieces (non-nylon) - Concentration","Rope/Net Pieces (non-nylon) - Standard Deviation","Fabric Pieces","Fabric Pieces - Concentration","Fabric Pieces - Standard Deviation","Cloth/Fabric Other","Cloth/Fabric Other - Concentration","Cloth/Fabric Other - Standard Deviation",Unclassified,"Unclassified - Concentration","Unclassified - Standard Deviation","Total Debris","Total Debris - Concentration","Total Debris - Standard Deviation"
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",04-17-2017,"Year 5","United States",CA,"San Mateo",6464,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"11:10 AM","11:55 AM",,Spring,Spring,03-17-2017,Yes,Overcast,1,no,no,2.0,,6832.jpg,25.5,0.0040238487580437,18,0.033298449990512,0.020943784397508,4,0.0072597433397454,0.0083830780412496,5,0.0093564944489483,0.0072500278041219,1,0.0018050541516245,0.0036101083032491,3,0.0056171036634755,0.0037530927101752,1,0.0018248175182482,0.0036496350364964,0,0,0,1,0.0018248175182482,0.0036496350364964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0037856018319737,0.0043768718158349,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018248175182482,0.0036496350364964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0036496350364964,0.0072992700729927,0,0,0,0,0,0,0,0,0,1,0.0018248175182482,0.0036496350364964,0,0,0,1,0.0018248175182482,0.0036496350364964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.036948085027008,0.027132304378384
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",05-18-2017,"Year 5","United States",CA,"San Mateo",6468,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"11:21 AM","12:08 PM",,Spring,Spring,04-17-2017,None,"Sunny, Breezy, Warm",2,no,yes,2.0,,6825.jpg,30.4,0.0022928389931763,7,0.011285838761877,0.013324570989848,3,0.0048182648022904,0.0061269865179508,1,0.0016233766233766,0.0032467532467532,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016233766233766,0.0032467532467532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015974440894569,0.0031948881789137,0,0,0,1,0.0016233766233766,0.0032467532467532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015772870662461,0.0031545741324921,0,0,0,0,0,0,1,0.0015772870662461,0.0031545741324921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.012863125828123,0.011833265680218
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",07-24-2017,"Year 6","United States",CA,"San Mateo",6472,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"9:15 AM","9:45 AM",,Summer,Summer,05-18-2017,None,"Overcast, breezy",1,no,no,2.0,,6826.jpg,30.7,0.0049329971245975,12,0.019535491313789,0.014319965377794,9,0.014677660152009,0.011366518059349,1,0.0015625,0.003125,0,0,0,1,0.001628664495114,0.003257328990228,0,0,0,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.019535491313789,0.014319965377794
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-22-2017,"Year 6","United States",CA,"San Mateo",6476,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"5:20 PM","5:55 PM",,Summer,Summer,07-24-2017,None,"Windy, Clouds",2,no,no,2.0,,6827.jpg,31,0.00247472481714,4,0.0063447644245446,0.0089227673791484,0,0,0,1,0.0015772870662461,0.0031545741324921,0,0,0,1,0.0015772870662461,0.0031545741324921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015772870662461,0.0031545741324921,0,0,0,0,0,0,0,0,0,1,0.0016129032258065,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0063447644245446,0.0089227673791484
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-18-2017,"Year 6","United States",CA,"San Mateo",8436,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"1:20 PM","1:50 PM",,Fall,Summer,08-22-2017,None,"Overcast, slight breeze",2,no,no,2.0,,9538.jpg,35,0.0023396364496679,4,0.0059135610766046,0.0084182959044902,3,0.0044642857142857,0.0089285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0014492753623188,0.0028985507246377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0059135610766046,0.0084182959044902
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",10-31-2017,"Year 6","United States",CA,"San Mateo",8440,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"2:15 PM","3:00 PM","2:33 PM",Fall,Fall,09-18-2017,None,"Sunny, warm",2,no,yes,2.0,,9539.jpg,31.1,0.0010668352060744,57,0.090389439640133,0.040598505934337,31,0.049102082297082,0.029216559968799,6,0.009498853055547,0.0081582555451864,3,0.0048231511254019,0.0096463022508039,1,0.0016077170418006,0.0032154340836013,0,0,0,0,0,0,7,0.011111561512114,0.0031208650821103,1,0.0015772870662461,0.0031545741324921,1,0.0015772870662461,0.0031545741324921,0,0,0,0,0,0,0,0,0,2,0.0031850041080467,0.0036780616516672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0079064963676489,0.0079335722812806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015822784810127,0.0031645569620253,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015822784810127,0.0031645569620253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.091971718121146,0.040956561071784
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-28-2017,"Year 6","United States",CA,"San Mateo",8444,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"12:50 PM","01:30 PM",,Fall,Fall,10-31-2017,"Yes, 11/27/17","Partly cloudy, mild,BWS",2,no,yes,2.0,,9540.jpg,40,0.0049329971245975,50,0.061677207524394,0.016179825553641,21,0.025756912956401,0.014413556365095,3,0.003697749797494,0.0024694066584074,3,0.0036689774189774,0.0024479651449351,3,0.003697749797494,0.0024694066584074,0,0,0,0,0,0,7,0.0087050234045119,0.0026339037691964,0,0,0,4,0.004947749797494,0.00014878368953993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0024692485689928,0.0028548860874223,7,0.0087337957830285,0.0049875186099749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.061677207524394,0.016179825553641
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",03-21-2018,"Year 6","United States",CA,"San Mateo",9104,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"10:15 AM","11:00 AM",,Spring,Spring,11-28-2017,"Yes, yesterday (3/20/18)",Raining,2,no,yes,2.0,"Cotton ties from BW on dead seal- count that?",10362.jpg,30,0.0020161290322581,54,0.089086021505376,0.041702089232415,31,0.051182795698925,0.017250833130288,4,0.0066129032258065,0.0054443724762292,3,0.0048387096774194,0.0096774193548387,1,0.0016666666666667,0.0033333333333333,0,0,0,1,0.0016666666666667,0.0033333333333333,7,0.011505376344086,0.0081786428735043,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,3,0.0049462365591398,0.0032990490319724,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,1,0.0016666666666667,0.0033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.090752688172043,0.043103841914682
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",04-26-2018,"Year 6","United States",CA,"San Mateo",9108,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"04:25 PM","05:15 PM",,Spring,Spring,03-21-2018,None,"Sunny, BWS 2, Partly cloudy",2,no,yes,2.0,,10363.jpg,35,0.0021931678591506,62,0.08761302226798,0.042817385382799,30,0.042446203346811,0.026874715090656,2,0.0028169237605535,0.0032527291927673,8,0.011245539257866,0.012195788377494,2,0.0028330658105939,0.0032715788839635,0,0,0,0,0,0,11,0.015574751564347,0.013559119490014,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,1,0.0014044943820225,0.0028089887640449,2,0.0028089887640449,0.0056179775280899,0,0,0,1,0.0014044943820225,0.0028089887640449,1,0.0014044943820225,0.0028089887640449,0,0,0,0,0,0,1,0.0014124293785311,0.0028248587570621,0,0,0,0,0,0,2,0.0028330658105939,0.0032715788839635,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,1,0.0014285714285714,0.0028571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0042375601926164,0.0053873952180002,0,0,0,1,0.0014044943820225,0.0028089887640449,0,0,0,2,0.0028330658105939,0.0032715788839635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.093279153889168,0.048089834083547
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",05-22-2018,"Year 6","United States",CA,"San Mateo",9112,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"11:00 AM","11:45 AM",,Spring,Spring,04-26-2018,None,"Overcast, Breezy",1,no,no,2.0,,10364.jpg,36.3,0.0033956465313602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",06-15-2018,"Year 6","United States",CA,"San Mateo",9116,17,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,100,,"09:35 AM","10:10 AM",,Summer,Spring,05-22-2018,N/A,"Cool overcast",2,no,no,2.0,,10365.jpg,40,0.0032675391884794,18,0.022607475023315,0.013108256458796,13,0.016361282268691,0.01143801122438,4,0.0049674203761077,0.0040333834286039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012787723785166,0.0025575447570332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.022607475023315,0.013108256458796
Standing-Stock,"BC Ministry of Environment",07-30-2012,"Year 1",Canada,BC,"North Coast",43,19,"West Campania Island - North Beach",53.0526,-129.4486,53.0533,-129.4496,200,,"10:50 am","10:55 am",,Summer,Summer,07-30-2012,"15-25 Knots south previous day","overcast, wind 10-15 kn",2,yes,,1.0,,,7,0.43301270189222,7,0.035,0.047258156262526,2,0.01,0.02,1,0.005,0.01,0,0,0,0,0,0,2,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.01,0.011547005383793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.035,0.047258156262526
Standing-Stock,"BC Ministry of Environment",05-02-2012,"Year 1",Canada,BC,"Capital Regional District",308,46,"Discovery Island Marine Park",48.423417,-123.234409,48.423713,-123.233058,150,,"11:00 AM","12:00 PM",,Spring,"No Data",05-02-2012,"No Data","No Data",0,no,,1.0,,,6,0.012656988551886,20,0.033333333333333,0.048365083340667,6,0.01,0.021898222844393,5,0.0083333333333333,0.018337320140673,1,0.0016666666666667,0.0074535599249993,0,0,0,3,0.005,0.012211584951084,0,0,0,1,0.0016666666666667,0.0074535599249993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016666666666667,0.0074535599249993,1,0.0016666666666667,0.0074535599249993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016666666666667,0.0074535599249993,1,0.0016666666666667,0.0074535599249993,1,0.0016666666666667,0.0074535599249993,0,0,0,1,0.0016666666666667,0.0074535599249993,0,0,0,0,0,0,1,0.0016666666666667,0.0074535599249993,0,0,0,0,0,0,1,0.0016666666666667,0.0074535599249993,0,0,0,2,0.0033333333333333,0.014907119849999,1,0.0016666666666667,0.0074535599249993,0,0,0,0,0,0,,,,0,0,0,1,0.0016666666666667,0.0074535599249993,15,0.025,0.037267799624997,0,0,0,0,0,0,0,0,0,15,0.025,0.037267799624997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016666666666667,0.0074535599249993,39,0.066666666666667,0.077232844572123
Standing-Stock,"BC Ministry of Environment",06-06-2012,"Year 1",Canada,BC,"Capital Regional District",340,46,"Discovery Island Marine Park",48.423417,-123.234409,48.423713,-123.233058,150,,"03:18 PM","03:25 PM",,Summer,Spring,05-02-2012,"No Data","No Data",0,no,,1.0,,,6,0,66,0.55,0.23174059571794,6,0.05,0.043033148291194,21,0.175,0.32815420945827,0,0,0,0,0,0,12,0.1,0.027216552697591,10,0.083333333333333,0.057735026918963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.058333333333333,0.068718427093628,9,0.075,0.12874033584729,1,0.0083333333333333,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0083333333333333,0.016666666666667,0,0,0,0,0,0,0,0,0,1,0.0083333333333333,0.016666666666667,1,0.0083333333333333,0.016666666666667,1,0.0083333333333333,0.016666666666667,0,0,0,0,0,0,,,,0,0,0,0,0,0,5,0.041666666666667,0.05,0,0,0,0,0,0,0,0,0,1,0.0083333333333333,0.016666666666667,4,0.033333333333333,0.047140452079103,1,0.0083333333333333,0.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0083333333333333,0.016666666666667,0,0.125,0.15,74,0.74166666666667,0.14497764834111
Standing-Stock,"BC Ministry of Environment",08-05-2012,"Year 1",Canada,BC,"Capital Regional District",344,46,"Discovery Island Marine Park",48.423417,-123.234409,48.423713,-123.233058,150,,"11:22 AM","11:27 AM",,Summer,Summer,07-09-2012,"No Data","No Data",0,no,,1.0,,,6,0,38,0.12666666666667,0.073366995640974,16,0.053333333333333,0.067036013906659,12,0.04,0.040975753143524,1,0.0033333333333333,0.010540925533895,0,0,0,2,0.0066666666666667,0.014054567378526,0,0,0,0,0,0,0,0,0,1,0.0033333333333333,0.010540925533895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.01,0.016101529717988,0,0,0,3,0.01,0.016101529717988,0,0,0,2,0.0066666666666667,0.014054567378526,0,0,0,1,0.0033333333333333,0.010540925533895,1,0.0033333333333333,0.010540925533895,0,0,0,2,0.0066666666666667,0.014054567378526,0,0,0,0,0,0,2,0.0066666666666667,0.014054567378526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,10,0.033333333333333,0.035136418446315,0,0,0,0,0,0,0,0,0,3,0.01,0.016101529717988,7,0.023333333333333,0.027442420078285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033333333333333,0.010540925533895,52,0.17666666666667,0.098193560423492
Standing-Stock,"BC Ministry of Environment",11-27-2012,"Year 1",Canada,BC,"Capital Regional District",356,46,"Discovery Island Marine Park",48.423417,-123.234409,48.423713,-123.233058,150,,"03:15 PM","03:19 PM",,Fall,Fall,08-05-2012,"No Data","No Data",0,no,,1.0,,,6,0,69,0.23,0.082327260234856,27,0.09,0.072093903100037,21,0.07,0.072775657305835,1,0.0033333333333333,0.010540925533895,1,0.0033333333333333,0.010540925533895,0,0,0,1,0.0033333333333333,0.010540925533895,4,0.013333333333333,0.02330686329267,1,0.0033333333333333,0.010540925533895,0,0,0,0,0,0,0,0,0,2,0.0066666666666667,0.014054567378526,5,0.016666666666667,0.017568209223158,0,0,0,1,0.0033333333333333,0.010540925533895,1,0.0033333333333333,0.010540925533895,0,0,0,3,0.01,0.016101529717988,1,0.0033333333333333,0.010540925533895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0066666666666667,0.014054567378526,0,0,0,0,0,0,2,0.0066666666666667,0.014054567378526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,22,0.073333333333333,0.056218269514105,0,0,0,0,0,0,0,0,0,15,0.05,0.042309850588133,7,0.023333333333333,0.027442420078285,1,0.0033333333333333,0.010540925533895,1,0.0033333333333333,0.010540925533895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.033147630867058,94,0.34333333333333,0.103100095197
Standing-Stock,"BC Ministry of Environment",07-09-2012,"Year 1",Canada,BC,"Capital Regional District",368,46,"Discovery Island Marine Park",48.423417,-123.234409,48.423713,-123.233058,150,,"11:00 AM","11:30 AM",,Summer,"No Data",06-06-2012,"No Data","No Data",0,no,,1.0,,,6,7.494862020831E-18,15,0.071428571428571,0.052453052831296,4,0.019047619047619,0.026226526415648,1,0.0047619047619048,0.012598815766974,1,0.0047619047619048,0.012598815766974,0,0,0,1,0.0047619047619048,0.012598815766974,0,0,0,1,0.0047619047619048,0.012598815766974,0,0,0,0,0,0,1,0.0047619047619048,0.012598815766974,0,0,0,1,0.0047619047619048,0.012598815766974,2,0.0095238095238095,0.016265001215809,0,0,0,0,0,0,2,0.0095238095238095,0.016265001215809,0,0,0,0,0,0,0,0,0,1,0.0047619047619048,0.012598815766974,0,0,0,2,0.0095238095238095,0.016265001215809,1,0.0047619047619048,0.012598815766974,0,0,0,1,0.0047619047619048,0.012598815766974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,7,0.033333333333333,0.027216552697591,0,0,0,0,0,0,0,0,0,6,0.028571428571429,0.029991180361415,1,0.0047619047619048,0.012598815766974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.10952380952381,0.080999052839194
